job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI05493,Data Engineer,52539,USD,MI,CT,Japan,M,Japan,0,"Hadoop, Scala, Statistics, Deep Learning, Python",Bachelor,3,Finance,2024-06-08,2024-08-09,1019,6,TechCorp Inc
AI05494,Computer Vision Engineer,112588,USD,MI,CT,Denmark,M,Israel,0,"Azure, Python, NLP",Bachelor,3,Media,2024-05-01,2024-05-19,2128,8.5,Autonomous Tech
AI05495,Machine Learning Engineer,129597,EUR,SE,PT,Netherlands,S,Finland,50,"SQL, GCP, Scala",PhD,6,Energy,2024-01-10,2024-03-14,747,7.4,Smart Analytics
AI05496,Deep Learning Engineer,54747,USD,EN,PT,Ireland,M,Denmark,0,"Kubernetes, Mathematics, TensorFlow",Bachelor,1,Manufacturing,2025-04-23,2025-05-13,1251,8.1,Future Systems
AI05498,ML Ops Engineer,102775,USD,SE,CT,Japan,L,Japan,50,"Mathematics, Kubernetes, Computer Vision, Scala, Python",Bachelor,6,Manufacturing,2025-02-06,2025-03-24,1808,8,Predictive Systems
AI05499,AI Specialist,83562,USD,MI,CT,Sweden,M,Sweden,50,"Linux, NLP, R",Bachelor,2,Energy,2024-02-25,2024-04-12,1690,9.2,DataVision Ltd
AI05501,Data Scientist,131544,USD,MI,CT,Switzerland,S,Switzerland,100,"Scala, SQL, Git, Tableau",PhD,4,Consulting,2024-08-13,2024-09-09,804,9.6,Algorithmic Solutions
AI05504,Machine Learning Researcher,162535,USD,EX,PT,Japan,M,Japan,0,"Java, Tableau, R",PhD,13,Gaming,2024-10-23,2024-12-20,1536,5.2,AI Innovations
AI05506,Data Analyst,63872,GBP,EN,PT,United Kingdom,L,South Korea,50,"Tableau, Computer Vision, Python, Azure, AWS",Bachelor,0,Transportation,2024-04-15,2024-06-25,1372,8.7,DeepTech Ventures
AI05508,AI Architect,142133,USD,SE,PT,Norway,M,Israel,0,"Tableau, Docker, Git, PyTorch",PhD,9,Consulting,2025-03-31,2025-06-10,2306,6.7,Smart Analytics
AI05511,ML Ops Engineer,165160,USD,EX,CT,Denmark,S,Austria,0,"Hadoop, PyTorch, R, Spark, Git",Master,11,Government,2024-02-28,2024-04-24,520,7.2,AI Innovations
AI05514,NLP Engineer,63399,USD,EN,FL,Singapore,L,Norway,50,"Python, TensorFlow, Statistics, PyTorch",PhD,1,Education,2024-08-13,2024-09-17,1246,6.5,Predictive Systems
AI05515,AI Architect,242923,USD,EX,CT,Canada,L,Canada,0,"GCP, Statistics, Hadoop, Mathematics",Bachelor,14,Energy,2024-08-16,2024-10-09,1617,5.7,Smart Analytics
AI05518,Autonomous Systems Engineer,50261,EUR,EN,FL,France,M,France,50,"AWS, Docker, NLP, Spark, SQL",PhD,0,Retail,2024-06-03,2024-07-14,1257,6.3,Cognitive Computing
AI05521,Data Scientist,81054,USD,MI,FL,China,L,Canada,0,"R, Hadoop, Python, Git",Master,4,Retail,2024-06-11,2024-08-18,2387,8.3,DataVision Ltd
AI05524,Computer Vision Engineer,82678,USD,SE,PT,Israel,S,Israel,50,"Computer Vision, R, Scala",Master,5,Energy,2025-04-22,2025-06-23,1606,5.8,Cloud AI Solutions
AI05525,Data Analyst,209982,USD,EX,FT,Canada,L,Canada,100,"Scala, NLP, Java, Data Visualization",PhD,14,Healthcare,2024-09-27,2024-11-04,728,5.7,Predictive Systems
AI05526,Deep Learning Engineer,67537,USD,MI,PT,Japan,M,Japan,50,"Data Visualization, Git, SQL",PhD,3,Telecommunications,2025-01-12,2025-01-29,746,8,Machine Intelligence Group
AI05527,Computer Vision Engineer,91804,EUR,MI,CT,France,S,France,100,"AWS, NLP, Python, Spark, Hadoop",Master,4,Real Estate,2024-11-21,2025-01-28,987,7,Neural Networks Co
AI05528,ML Ops Engineer,113094,USD,SE,FT,Canada,L,Canada,100,"Java, Statistics, MLOps, Git",Master,7,Telecommunications,2024-12-16,2025-01-28,1609,9.9,Algorithmic Solutions
AI05530,Data Scientist,120009,USD,SE,FL,Canada,L,Canada,50,"AWS, Kubernetes, PyTorch",PhD,8,Healthcare,2024-10-19,2024-11-05,2404,8.4,Quantum Computing Inc
AI05532,AI Software Engineer,57706,EUR,EN,PT,France,M,France,0,"Python, Tableau, Hadoop, NLP, Mathematics",Master,0,Telecommunications,2025-04-15,2025-05-15,517,5.9,Advanced Robotics
AI05533,Data Scientist,232257,USD,EX,FL,Norway,L,Switzerland,50,"Linux, Azure, Mathematics, SQL, Python",PhD,12,Automotive,2024-10-13,2024-12-18,2213,5.3,Future Systems
AI05534,Machine Learning Engineer,95063,USD,SE,PT,Israel,L,Israel,50,"Git, Linux, GCP, Docker",PhD,7,Retail,2024-02-25,2024-04-06,1612,5.2,Digital Transformation LLC
AI05535,Principal Data Scientist,73584,USD,EN,CT,Norway,M,Norway,50,"Scala, Docker, Computer Vision",PhD,1,Education,2024-04-14,2024-05-26,649,6,DataVision Ltd
AI05536,AI Specialist,264045,EUR,EX,FT,Germany,L,China,100,"Git, Java, Data Visualization",Master,12,Finance,2024-08-29,2024-09-24,699,9,Machine Intelligence Group
AI05537,Head of AI,105516,USD,EN,CT,Switzerland,M,Switzerland,0,"PyTorch, TensorFlow, Azure, Statistics, Kubernetes",PhD,0,Retail,2024-06-11,2024-07-12,1943,9.1,Autonomous Tech
AI05538,Data Scientist,58610,USD,EN,FL,Austria,L,Austria,100,"Scala, SQL, Computer Vision, Git",PhD,0,Manufacturing,2024-11-15,2024-12-12,690,7.2,DataVision Ltd
AI05539,Principal Data Scientist,63709,USD,MI,CT,Finland,S,United Kingdom,100,"Deep Learning, SQL, Python, GCP, Mathematics",Master,3,Real Estate,2025-03-20,2025-04-28,2352,8.6,Predictive Systems
AI05540,Machine Learning Researcher,218418,EUR,EX,PT,France,L,France,0,"SQL, Git, Linux",Bachelor,10,Manufacturing,2024-03-27,2024-05-23,1988,5.6,Cognitive Computing
AI05541,Machine Learning Researcher,124113,USD,SE,FT,Israel,L,Israel,0,"Python, AWS, Hadoop",Master,6,Retail,2024-10-26,2024-11-23,1950,7.3,DataVision Ltd
AI05543,Data Engineer,187618,USD,SE,CT,Norway,M,Norway,50,"Python, Hadoop, Tableau",Bachelor,7,Media,2024-11-21,2025-01-25,2062,5.6,DataVision Ltd
AI05545,ML Ops Engineer,107066,USD,SE,PT,Canada,M,Canada,0,"Mathematics, Python, AWS, Git, Deep Learning",Bachelor,7,Energy,2024-06-22,2024-09-03,1291,9.7,TechCorp Inc
AI05546,Data Scientist,76908,EUR,EN,CT,France,L,France,50,"Spark, PyTorch, Deep Learning, Python, Azure",PhD,1,Healthcare,2025-04-06,2025-05-29,1673,8.2,Digital Transformation LLC
AI05549,Principal Data Scientist,89200,USD,MI,CT,Australia,S,Australia,0,"Kubernetes, NLP, SQL, PyTorch, Linux",PhD,2,Transportation,2024-09-04,2024-10-12,1799,7.7,Machine Intelligence Group
AI05552,Research Scientist,84853,USD,MI,FT,Singapore,M,Singapore,0,"Hadoop, AWS, Data Visualization",Bachelor,4,Government,2024-12-14,2025-02-02,1338,9.4,Cloud AI Solutions
AI05554,AI Consultant,134689,USD,MI,FT,Denmark,L,Denmark,100,"Mathematics, Scala, Kubernetes",Bachelor,3,Energy,2024-09-18,2024-10-29,2383,6.4,AI Innovations
AI05555,Principal Data Scientist,112981,EUR,SE,PT,France,L,France,50,"Spark, Data Visualization, Computer Vision, Azure, Java",Master,9,Retail,2024-07-05,2024-07-29,515,8.9,Quantum Computing Inc
AI05556,Head of AI,94003,USD,SE,PT,China,S,China,0,"Deep Learning, Scala, Tableau",Bachelor,7,Healthcare,2024-07-21,2024-08-24,2047,5.2,Algorithmic Solutions
AI05557,Autonomous Systems Engineer,234984,USD,EX,PT,Singapore,L,Ireland,50,"Azure, GCP, Python, Scala",PhD,11,Real Estate,2024-06-01,2024-07-11,2255,5.8,Machine Intelligence Group
AI05560,AI Consultant,50137,USD,MI,PT,Israel,S,Israel,0,"Azure, R, SQL, Statistics, AWS",Bachelor,2,Energy,2024-04-10,2024-06-09,1722,9.8,Future Systems
AI05561,Research Scientist,70747,USD,MI,CT,Sweden,S,Canada,100,"Data Visualization, Git, Scala",Bachelor,3,Telecommunications,2024-07-20,2024-08-24,2302,6.4,Machine Intelligence Group
AI05563,Machine Learning Engineer,55049,USD,EN,FL,India,M,Israel,100,"Linux, Tableau, GCP",PhD,1,Consulting,2024-06-12,2024-08-20,1593,7.9,Quantum Computing Inc
AI05564,Computer Vision Engineer,103334,EUR,MI,FT,France,L,France,50,"MLOps, PyTorch, TensorFlow, NLP",Bachelor,3,Transportation,2024-12-05,2025-02-08,1220,6.2,Autonomous Tech
AI05565,Principal Data Scientist,156552,USD,SE,FT,Singapore,L,Singapore,0,"Azure, Python, Tableau, Kubernetes",Bachelor,6,Real Estate,2024-04-13,2024-06-02,1639,8.2,Cloud AI Solutions
AI05566,Data Engineer,107305,USD,SE,PT,India,M,India,100,"PyTorch, Azure, AWS, SQL, Docker",PhD,8,Consulting,2024-09-08,2024-10-23,606,8.4,Cognitive Computing
AI05567,Robotics Engineer,59432,USD,EN,PT,Finland,L,Finland,50,"Azure, R, Tableau, TensorFlow, Computer Vision",PhD,1,Transportation,2024-07-27,2024-09-19,2102,8.1,Future Systems
AI05568,AI Consultant,112063,USD,SE,FT,Ireland,L,Ireland,0,"Docker, R, AWS",PhD,9,Education,2024-06-04,2024-06-29,1117,7.1,Cognitive Computing
AI05569,NLP Engineer,357880,USD,EX,CT,Switzerland,M,France,50,"Python, Java, Tableau",PhD,10,Energy,2024-01-20,2024-03-29,1884,9.3,Machine Intelligence Group
AI05570,Robotics Engineer,56424,USD,EN,FL,United States,S,United States,100,"Mathematics, Hadoop, Kubernetes, TensorFlow",Master,0,Energy,2024-04-06,2024-06-05,2319,5.5,Algorithmic Solutions
AI05571,Computer Vision Engineer,149883,USD,SE,FT,Switzerland,S,Switzerland,0,"Python, SQL, Linux, Data Visualization",Master,7,Government,2024-01-23,2024-02-21,898,7.8,Machine Intelligence Group
AI05574,Computer Vision Engineer,113253,USD,SE,PT,Japan,L,Japan,0,"Kubernetes, Docker, Azure",Bachelor,7,Media,2024-03-27,2024-05-31,1746,8.8,Neural Networks Co
AI05575,Research Scientist,50957,USD,MI,FT,Israel,S,Israel,0,"Hadoop, R, Linux, GCP",PhD,3,Real Estate,2024-03-01,2024-05-05,995,9.2,DeepTech Ventures
AI05576,Data Scientist,78455,USD,SE,CT,Japan,M,Japan,100,"Kubernetes, Spark, Mathematics, Python, Computer Vision",Master,5,Media,2025-01-29,2025-03-03,1020,9.1,Smart Analytics
AI05577,AI Specialist,180883,USD,SE,FT,Singapore,L,Singapore,100,"TensorFlow, PyTorch, MLOps, Python, Deep Learning",Master,8,Real Estate,2025-01-10,2025-02-23,1398,5,Cloud AI Solutions
AI05578,Head of AI,86724,USD,SE,FT,South Korea,S,South Korea,0,"SQL, Git, Linux, Docker, Java",PhD,5,Manufacturing,2024-06-25,2024-07-10,918,9.3,Digital Transformation LLC
AI05579,Data Engineer,96759,EUR,MI,FT,France,M,Finland,50,"Statistics, Linux, R",Master,4,Energy,2024-08-10,2024-09-22,1585,9,DeepTech Ventures
AI05584,Head of AI,67447,USD,MI,FT,Ireland,L,Ireland,100,"PyTorch, Azure, Tableau",Bachelor,4,Transportation,2024-11-09,2025-01-12,1866,7.8,AI Innovations
AI05585,AI Architect,104787,EUR,SE,FT,France,M,France,50,"R, Git, Kubernetes, GCP",Bachelor,8,Consulting,2024-05-24,2024-08-05,553,9.7,AI Innovations
AI05587,Data Engineer,36579,USD,EN,FT,Ireland,M,Ireland,100,"Java, Computer Vision, Data Visualization, Scala",PhD,0,Finance,2025-01-18,2025-02-18,1839,6.7,Smart Analytics
AI05588,Computer Vision Engineer,167430,USD,SE,FT,Sweden,L,Sweden,50,"MLOps, Computer Vision, SQL, Data Visualization",PhD,7,Gaming,2024-02-02,2024-04-02,2471,8.1,Neural Networks Co
AI05589,Data Analyst,68180,USD,MI,PT,Austria,M,Austria,100,"SQL, Hadoop, NLP, Python, Deep Learning",PhD,4,Healthcare,2024-11-11,2025-01-16,574,9.4,Autonomous Tech
AI05591,Machine Learning Engineer,203277,EUR,EX,PT,France,M,France,0,"R, Spark, Data Visualization, Computer Vision",Master,10,Transportation,2025-01-28,2025-03-09,1741,9.7,Autonomous Tech
AI05592,Data Analyst,95190,USD,SE,FL,Austria,L,Austria,0,"SQL, Java, Computer Vision, Deep Learning",Bachelor,9,Real Estate,2025-04-24,2025-06-01,1224,9.8,Quantum Computing Inc
AI05593,Autonomous Systems Engineer,67598,USD,MI,FL,Australia,S,Australia,100,"Kubernetes, Spark, Statistics",Master,3,Transportation,2024-10-23,2024-12-16,2317,7.8,Autonomous Tech
AI05594,AI Software Engineer,111418,USD,EN,PT,Denmark,L,Denmark,100,"NLP, Docker, MLOps, Computer Vision",Master,0,Healthcare,2025-03-29,2025-05-20,833,6.5,Smart Analytics
AI05595,ML Ops Engineer,186649,USD,SE,FL,United States,L,United States,100,"MLOps, Kubernetes, SQL, Linux",PhD,8,Technology,2025-04-15,2025-05-24,2373,6.2,DataVision Ltd
AI05596,Robotics Engineer,214097,USD,EX,CT,United States,S,United States,100,"Docker, PyTorch, Git",Bachelor,10,Retail,2025-04-14,2025-05-05,998,8,Cloud AI Solutions
AI05599,Robotics Engineer,67741,USD,MI,CT,Israel,M,Israel,50,"AWS, Java, Python, TensorFlow",PhD,4,Government,2025-04-27,2025-05-27,2070,7.5,TechCorp Inc
AI05600,AI Product Manager,36357,USD,EN,FT,Austria,S,Austria,50,"Linux, R, Kubernetes",PhD,1,Consulting,2025-03-07,2025-05-15,1367,5.2,TechCorp Inc
AI05602,Data Scientist,110753,USD,SE,FL,China,L,China,50,"Data Visualization, NLP, Python",PhD,6,Education,2024-05-25,2024-07-31,1340,8.5,Algorithmic Solutions
AI05603,NLP Engineer,41379,USD,EN,CT,Finland,S,Germany,50,"R, Docker, Azure, Python, Tableau",Master,1,Education,2024-05-31,2024-08-12,2404,8.6,Future Systems
AI05605,AI Research Scientist,74065,USD,MI,PT,Japan,M,Japan,100,"Kubernetes, R, Spark",Master,2,Consulting,2025-01-21,2025-03-30,1072,5.5,Quantum Computing Inc
AI05606,Computer Vision Engineer,50995,USD,EN,CT,Finland,L,China,50,"Statistics, Python, TensorFlow",Bachelor,1,Education,2025-04-27,2025-05-29,2082,5.2,Smart Analytics
AI05607,Data Scientist,61127,EUR,EN,PT,Netherlands,S,Germany,100,"Python, Data Visualization, Git, R, GCP",Master,1,Media,2024-01-06,2024-01-28,1001,5.4,Digital Transformation LLC
AI05609,Data Engineer,189578,USD,EX,CT,Switzerland,S,Finland,50,"PyTorch, Java, Git, Azure",Master,11,Healthcare,2024-12-07,2025-01-29,993,7.5,Autonomous Tech
AI05612,Head of AI,121651,USD,SE,FL,Sweden,L,Sweden,100,"R, Kubernetes, Deep Learning",Master,9,Real Estate,2024-04-04,2024-06-08,1909,9.3,Digital Transformation LLC
AI05614,Deep Learning Engineer,50477,EUR,EN,CT,France,M,United Kingdom,100,"R, AWS, Git, Hadoop",Bachelor,0,Education,2024-12-08,2025-01-29,1122,5.8,Machine Intelligence Group
AI05616,Robotics Engineer,45567,EUR,EN,CT,France,S,France,50,"GCP, PyTorch, Tableau",Master,0,Media,2024-09-25,2024-11-28,2010,7.9,TechCorp Inc
AI05617,Head of AI,51272,USD,EN,CT,Canada,S,Canada,50,"R, Kubernetes, NLP",Bachelor,0,Consulting,2024-04-01,2024-06-10,1298,5.5,AI Innovations
AI05619,Machine Learning Engineer,42821,USD,EN,CT,India,S,India,100,"PyTorch, AWS, Mathematics, TensorFlow",Master,1,Real Estate,2024-07-25,2024-08-27,1649,9.7,Digital Transformation LLC
AI05620,AI Consultant,166279,USD,EX,FL,China,M,China,100,"TensorFlow, Azure, Docker, Mathematics, MLOps",PhD,11,Education,2024-09-01,2024-11-09,1246,8.8,TechCorp Inc
AI05621,Data Scientist,118502,USD,SE,PT,Australia,M,Australia,50,"SQL, Mathematics, GCP, Deep Learning",Bachelor,5,Telecommunications,2025-02-13,2025-04-06,533,6.5,Predictive Systems
AI05623,NLP Engineer,86191,EUR,EN,PT,France,L,France,100,"Statistics, Docker, Computer Vision, Data Visualization, Java",Master,0,Consulting,2025-02-16,2025-04-29,1212,9.6,DeepTech Ventures
AI05624,Data Scientist,58166,USD,MI,FL,India,M,India,0,"MLOps, Azure, Mathematics",Master,2,Automotive,2024-08-27,2024-10-29,558,8.1,DeepTech Ventures
AI05625,AI Architect,115480,EUR,EX,FL,France,S,Austria,100,"MLOps, Python, Mathematics",Master,10,Technology,2025-04-23,2025-05-12,1837,7.3,Advanced Robotics
AI05629,NLP Engineer,106927,USD,MI,CT,Switzerland,S,Switzerland,50,"Python, Linux, Java, TensorFlow, Kubernetes",Bachelor,4,Education,2024-05-24,2024-07-18,826,6.5,Advanced Robotics
AI05630,AI Architect,126730,EUR,SE,CT,Netherlands,S,Japan,50,"Python, Scala, Hadoop, GCP",Bachelor,8,Retail,2024-04-07,2024-05-11,1869,7.4,AI Innovations
AI05631,AI Architect,53367,USD,MI,FL,South Korea,M,South Korea,50,"Kubernetes, Data Visualization, Docker, Linux, Python",PhD,4,Gaming,2025-03-20,2025-04-07,1528,5.7,TechCorp Inc
AI05632,Deep Learning Engineer,85000,USD,EN,FT,Norway,M,Norway,0,"Tableau, Docker, Mathematics, Deep Learning",PhD,0,Gaming,2024-10-10,2024-12-05,2473,7.4,Predictive Systems
AI05633,AI Specialist,341883,USD,EX,PT,United States,L,Germany,0,"Computer Vision, Python, Mathematics",Bachelor,10,Automotive,2024-04-14,2024-05-16,1436,8.8,Cognitive Computing
AI05634,Principal Data Scientist,96303,USD,SE,PT,India,S,India,100,"Hadoop, Data Visualization, Linux",Master,9,Transportation,2024-08-19,2024-09-25,939,9.6,Algorithmic Solutions
AI05635,Principal Data Scientist,115643,EUR,SE,CT,Germany,S,Germany,100,"GCP, MLOps, PyTorch, TensorFlow, Docker",Master,5,Energy,2024-04-12,2024-05-11,1812,9,Autonomous Tech
AI05637,AI Research Scientist,93671,USD,MI,CT,Denmark,M,Denmark,100,"AWS, GCP, Deep Learning, Kubernetes, PyTorch",PhD,3,Gaming,2024-05-06,2024-07-06,667,8.6,AI Innovations
AI05639,Computer Vision Engineer,118746,USD,MI,FT,Switzerland,L,Switzerland,100,"Tableau, Kubernetes, PyTorch, NLP",Master,4,Consulting,2025-01-26,2025-04-07,2265,6.7,DeepTech Ventures
AI05641,AI Consultant,61033,USD,EN,FL,Australia,S,Ireland,50,"Tableau, R, Hadoop",Master,1,Media,2024-12-10,2025-02-12,1747,8.1,Cloud AI Solutions
AI05643,AI Product Manager,49519,USD,EN,CT,Israel,L,Israel,50,"Spark, Computer Vision, Java",Bachelor,0,Technology,2024-09-23,2024-11-22,1398,5.2,DataVision Ltd
AI05644,Data Analyst,80885,USD,SE,CT,India,S,United States,100,"Spark, AWS, R, Hadoop",Master,7,Consulting,2024-04-11,2024-06-04,1531,5,Autonomous Tech
AI05645,AI Software Engineer,290467,USD,EX,FL,Sweden,L,Sweden,50,"Spark, R, SQL",Bachelor,13,Telecommunications,2024-06-17,2024-08-17,714,8.9,Algorithmic Solutions
AI05646,Machine Learning Engineer,84264,USD,EN,PT,Sweden,L,Sweden,100,"Java, Python, Mathematics, Kubernetes, Linux",Master,0,Finance,2025-04-18,2025-05-24,2189,5.3,Quantum Computing Inc
AI05649,AI Research Scientist,79742,USD,MI,CT,Israel,L,Israel,50,"Python, GCP, TensorFlow, Kubernetes",Master,2,Energy,2024-06-13,2024-07-07,741,6.8,Cognitive Computing
AI05651,AI Research Scientist,178929,USD,SE,FL,Switzerland,L,Israel,0,"Hadoop, Deep Learning, R",Master,5,Manufacturing,2024-06-19,2024-07-10,646,6,Smart Analytics
AI05653,Deep Learning Engineer,164181,USD,SE,FT,Norway,M,Norway,100,"Tableau, SQL, Kubernetes, Deep Learning",Bachelor,6,Consulting,2024-11-23,2024-12-16,852,5.8,Cloud AI Solutions
AI05654,AI Specialist,166173,USD,EX,CT,South Korea,M,Japan,50,"SQL, Kubernetes, GCP",Master,11,Media,2024-11-02,2024-12-21,721,6.1,Advanced Robotics
AI05658,AI Consultant,90451,EUR,MI,FT,Netherlands,S,Netherlands,50,"Git, Linux, Java",PhD,4,Real Estate,2024-10-06,2024-10-27,2392,7.1,Cognitive Computing
AI05659,Deep Learning Engineer,88392,USD,SE,CT,Austria,L,Austria,0,"SQL, TensorFlow, R",Bachelor,7,Real Estate,2025-01-16,2025-03-20,2346,9.2,Cloud AI Solutions
AI05660,Computer Vision Engineer,61703,USD,MI,CT,Japan,L,Denmark,0,"Spark, GCP, R, Git, Docker",PhD,4,Government,2025-02-24,2025-05-04,2278,8.6,TechCorp Inc
AI05662,Machine Learning Engineer,171249,USD,SE,FT,Sweden,L,China,100,"Hadoop, Scala, Statistics, Data Visualization, GCP",Master,7,Manufacturing,2024-09-18,2024-11-12,1111,7.2,Cloud AI Solutions
AI05663,Data Scientist,167295,USD,MI,FL,Switzerland,L,Switzerland,0,"R, SQL, Spark",PhD,2,Real Estate,2024-07-09,2024-08-16,2037,6.3,Cloud AI Solutions
AI05665,NLP Engineer,78707,USD,EN,FL,Singapore,M,Netherlands,100,"Linux, Python, Kubernetes, Git, Mathematics",Master,0,Education,2024-06-23,2024-07-25,1743,5.1,Digital Transformation LLC
AI05666,AI Research Scientist,84015,USD,MI,PT,Australia,M,Australia,100,"Git, Statistics, Docker",Master,4,Technology,2024-12-10,2025-01-15,2425,5.2,Cloud AI Solutions
AI05667,AI Specialist,191961,USD,SE,PT,Switzerland,L,Canada,100,"Python, MLOps, Java",PhD,6,Government,2024-03-27,2024-05-15,691,7.8,Algorithmic Solutions
AI05670,AI Architect,207873,EUR,EX,CT,Netherlands,M,France,0,"TensorFlow, Git, Mathematics",PhD,11,Consulting,2024-01-18,2024-02-06,2489,6.1,Algorithmic Solutions
AI05671,Machine Learning Engineer,133301,EUR,SE,CT,Germany,S,Germany,50,"Java, Data Visualization, Kubernetes, TensorFlow",PhD,5,Education,2024-02-08,2024-03-04,1200,9.6,Neural Networks Co
AI05672,AI Software Engineer,121439,USD,MI,CT,Sweden,L,Austria,50,"Deep Learning, Python, MLOps",PhD,4,Retail,2024-04-25,2024-07-02,1353,6.6,Digital Transformation LLC
AI05674,NLP Engineer,150045,USD,SE,FT,United States,S,United States,50,"Python, Mathematics, NLP",Master,6,Gaming,2025-04-04,2025-05-11,879,9.7,Quantum Computing Inc
AI05675,Machine Learning Engineer,150813,USD,EX,CT,Finland,L,United Kingdom,50,"Spark, Docker, TensorFlow",Bachelor,10,Energy,2024-06-07,2024-07-29,1612,7.8,Cloud AI Solutions
AI05676,Machine Learning Researcher,125027,GBP,SE,PT,United Kingdom,S,Japan,100,"Scala, R, Mathematics",PhD,8,Telecommunications,2025-04-25,2025-06-02,1808,8.5,DeepTech Ventures
AI05679,AI Research Scientist,47585,USD,MI,FT,India,S,India,0,"Java, Azure, Scala, SQL, PyTorch",PhD,3,Government,2024-05-23,2024-07-15,1894,8.7,Algorithmic Solutions
AI05680,Robotics Engineer,148781,EUR,SE,FT,Germany,M,China,50,"SQL, AWS, Deep Learning, Git",PhD,9,Retail,2024-09-25,2024-10-19,993,7,Predictive Systems
AI05681,Data Engineer,66477,USD,EN,PT,Singapore,S,Singapore,0,"Python, Java, AWS",Master,1,Government,2024-03-01,2024-04-15,2495,8.6,Cloud AI Solutions
AI05682,ML Ops Engineer,175971,USD,EX,FL,Israel,L,Japan,100,"MLOps, TensorFlow, Git, GCP, Statistics",Bachelor,12,Automotive,2025-03-11,2025-05-03,1025,8,Quantum Computing Inc
AI05683,Data Engineer,144658,USD,SE,PT,United States,L,United States,0,"NLP, Python, Spark",PhD,9,Automotive,2024-06-27,2024-07-26,2266,7.8,Algorithmic Solutions
AI05685,Machine Learning Researcher,97129,USD,EN,CT,Denmark,M,Denmark,0,"PyTorch, Hadoop, Kubernetes",PhD,0,Energy,2024-11-11,2024-12-31,1546,8.3,Autonomous Tech
AI05688,Principal Data Scientist,90380,GBP,EN,PT,United Kingdom,L,United Kingdom,50,"Python, TensorFlow, SQL, Scala",PhD,0,Finance,2024-08-04,2024-09-21,1713,5.2,Quantum Computing Inc
AI05689,Deep Learning Engineer,138975,USD,SE,FL,Canada,L,Canada,0,"Python, Docker, Hadoop, Tableau, TensorFlow",Master,9,Consulting,2024-01-21,2024-02-23,1880,8.1,AI Innovations
AI05691,Head of AI,135971,GBP,SE,FL,United Kingdom,S,United Kingdom,100,"Tableau, Computer Vision, Data Visualization, Git, Deep Learning",PhD,6,Finance,2024-05-23,2024-07-22,1716,7.2,TechCorp Inc
AI05693,Data Scientist,90553,USD,SE,PT,Finland,L,Finland,0,"R, Java, Deep Learning, Data Visualization, NLP",Master,5,Energy,2024-06-28,2024-09-09,1861,5.2,DataVision Ltd
AI05694,AI Product Manager,125813,GBP,MI,FL,United Kingdom,L,Australia,0,"AWS, R, NLP, Computer Vision, Linux",Master,2,Telecommunications,2024-07-04,2024-07-22,2082,9.2,Cloud AI Solutions
AI05695,Machine Learning Engineer,42193,USD,EN,FL,Japan,M,Japan,0,"Data Visualization, Scala, Git",PhD,1,Education,2024-01-04,2024-02-11,682,7.8,Smart Analytics
AI05697,Autonomous Systems Engineer,53825,USD,EN,FT,Israel,L,Israel,100,"Data Visualization, Scala, Azure, Linux, AWS",Bachelor,1,Finance,2024-05-04,2024-07-11,2089,7.6,Digital Transformation LLC
AI05698,AI Research Scientist,63324,USD,MI,FT,Ireland,L,Australia,50,"Python, Hadoop, NLP",Bachelor,3,Transportation,2024-11-09,2024-12-13,2484,8.1,Future Systems
AI05699,Data Scientist,55247,USD,EN,FT,Japan,L,Japan,100,"Linux, NLP, Scala, Git",Master,0,Finance,2024-01-29,2024-03-08,1891,5.9,Future Systems
AI05702,Deep Learning Engineer,155572,USD,SE,FT,United States,L,United States,50,"Spark, Scala, Java, Computer Vision, Azure",Master,8,Telecommunications,2024-09-13,2024-10-16,2181,7.2,AI Innovations
AI05703,Robotics Engineer,152832,USD,EX,CT,Finland,S,Finland,100,"Python, AWS, Hadoop, TensorFlow, PyTorch",Master,13,Gaming,2025-01-28,2025-04-09,2177,8.8,Algorithmic Solutions
AI05704,AI Product Manager,65077,USD,MI,CT,China,L,China,100,"Computer Vision, R, SQL, Linux",PhD,2,Telecommunications,2024-12-19,2025-01-10,1624,5.2,Advanced Robotics
AI05705,Data Analyst,112500,USD,MI,FL,United States,M,Germany,50,"Java, Scala, Computer Vision, Linux, Tableau",Master,4,Consulting,2025-02-07,2025-04-06,2452,6,Cognitive Computing
AI05706,AI Product Manager,101586,USD,SE,FL,Austria,M,Austria,100,"Git, Java, Statistics, Python, Deep Learning",PhD,9,Manufacturing,2024-01-16,2024-02-27,742,5.5,Cloud AI Solutions
AI05708,Machine Learning Researcher,61291,USD,EN,FT,Sweden,S,Ireland,0,"Python, Scala, Data Visualization, Linux",PhD,1,Consulting,2024-03-10,2024-04-06,1399,5.1,DeepTech Ventures
AI05709,NLP Engineer,68291,EUR,EN,FT,Germany,S,Germany,100,"Tableau, Python, TensorFlow, Docker",PhD,1,Automotive,2025-04-04,2025-05-06,1107,7,Smart Analytics
AI05710,Computer Vision Engineer,110626,USD,EN,FT,Denmark,L,Denmark,50,"Hadoop, NLP, PyTorch, Tableau, Python",PhD,1,Real Estate,2025-03-13,2025-05-19,1082,8.5,Algorithmic Solutions
