job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI06674,Machine Learning Researcher,61716,MI,FL,Israel,M,Switzerland,100,"Mathematics, SQL, TensorFlow, Hadoop",Master,4,Real Estate,2024-04-08,2024-05-06,1161,5,AI Innovations
AI06675,AI Specialist,147207,MI,CT,Denmark,L,Denmark,0,"R, Java, GCP",PhD,3,Energy,2025-04-18,2025-05-30,1828,8,Cognitive Computing
AI06676,AI Product Manager,37797,EN,CT,South Korea,S,South Korea,100,"TensorFlow, Kubernetes, Spark, Deep Learning",Associate,1,Media,2024-12-17,2025-01-08,893,7,Advanced Robotics
AI06677,AI Product Manager,54180,EN,FL,Canada,M,Sweden,50,"GCP, Data Visualization, Python, Tableau, SQL",Master,1,Healthcare,2024-01-19,2024-02-12,1173,5,Machine Intelligence Group
AI06678,Machine Learning Engineer,140906,EX,FL,China,L,Japan,100,"Scala, GCP, Computer Vision",Bachelor,17,Automotive,2025-03-15,2025-04-22,2083,6,Predictive Systems
AI06679,AI Product Manager,148802,SE,FL,France,L,India,50,"Deep Learning, Tableau, Azure, PyTorch, GCP",PhD,9,Education,2024-02-27,2024-03-13,1742,7,Cognitive Computing
AI06680,AI Consultant,98009,MI,PT,Australia,M,Austria,50,"Python, Tableau, Java",Master,4,Energy,2024-09-12,2024-10-02,2431,8,Machine Intelligence Group
AI06681,AI Architect,97293,MI,FL,Germany,L,Germany,0,"SQL, Java, TensorFlow, GCP",Bachelor,3,Technology,2024-01-31,2024-02-16,1909,8,Neural Networks Co
AI06682,Machine Learning Engineer,107382,SE,FT,Germany,S,India,100,"R, Java, TensorFlow, Linux",PhD,7,Finance,2024-11-02,2024-11-20,721,6,DeepTech Ventures
AI06683,Research Scientist,126912,MI,PT,Singapore,L,Singapore,100,"Docker, Python, Git",PhD,3,Consulting,2024-10-09,2024-11-23,2035,8,DataVision Ltd
AI06684,AI Product Manager,237127,EX,FL,Norway,M,Norway,100,"Hadoop, Linux, Docker, Spark, Python",Master,11,Healthcare,2024-10-28,2024-11-16,1262,9,Neural Networks Co
AI06685,Robotics Engineer,65660,MI,PT,Canada,S,United Kingdom,0,"Kubernetes, Computer Vision, Scala, Java",Master,4,Energy,2024-02-03,2024-03-08,747,7,Cognitive Computing
AI06686,Data Analyst,76935,EN,FL,United States,M,Japan,50,"GCP, Spark, Deep Learning, TensorFlow, Statistics",Bachelor,0,Consulting,2024-03-06,2024-03-28,1942,9,Digital Transformation LLC
AI06687,NLP Engineer,133778,SE,FL,Canada,M,Canada,50,"SQL, Python, NLP",PhD,9,Automotive,2024-01-15,2024-02-10,2207,6,Advanced Robotics
AI06688,Research Scientist,111828,MI,FT,Denmark,M,Denmark,50,"Hadoop, Mathematics, R",Associate,2,Real Estate,2025-01-20,2025-03-18,1552,8,Smart Analytics
AI06689,Machine Learning Engineer,135800,EX,FT,Israel,M,Japan,50,"MLOps, SQL, Mathematics, Tableau",Master,17,Transportation,2024-08-03,2024-10-12,1843,5,Neural Networks Co
AI06690,Machine Learning Researcher,77800,SE,FT,Israel,M,Israel,100,"Azure, Python, Scala",Bachelor,7,Finance,2024-07-19,2024-09-15,1413,5,Digital Transformation LLC
AI06691,Robotics Engineer,82514,EN,CT,United States,L,United States,0,"PyTorch, Kubernetes, Statistics",Bachelor,1,Consulting,2024-04-24,2024-05-27,1283,6,Cloud AI Solutions
AI06692,AI Research Scientist,96218,SE,FT,Japan,M,Netherlands,0,"Git, GCP, Docker, Python, Scala",PhD,7,Energy,2024-05-29,2024-06-12,737,5,Digital Transformation LLC
AI06693,Principal Data Scientist,69202,MI,CT,Singapore,S,Singapore,0,"Data Visualization, R, Java, Spark",Associate,3,Consulting,2025-01-02,2025-03-09,944,9,Smart Analytics
AI06694,Head of AI,245116,EX,FL,Germany,M,Germany,0,"R, AWS, Deep Learning",PhD,19,Finance,2024-05-11,2024-06-11,1428,5,Digital Transformation LLC
AI06695,ML Ops Engineer,156865,SE,PT,United Kingdom,L,Denmark,0,"Git, Python, NLP",Master,5,Real Estate,2024-01-31,2024-02-20,2138,5,Predictive Systems
AI06696,AI Software Engineer,163339,EX,PT,Austria,M,Singapore,100,"Java, Tableau, PyTorch, Linux",Associate,17,Manufacturing,2024-05-06,2024-06-15,1844,9,Cloud AI Solutions
AI06697,Deep Learning Engineer,85248,SE,CT,Israel,M,Israel,0,"Azure, Git, Spark, AWS, Hadoop",Master,5,Gaming,2024-02-04,2024-02-19,1932,8,Quantum Computing Inc
AI06698,AI Software Engineer,205825,SE,CT,Switzerland,M,Switzerland,100,"Git, Azure, Data Visualization, SQL",Associate,5,Finance,2024-10-26,2024-11-14,1245,7,Advanced Robotics
AI06699,Data Scientist,87726,EN,PT,Denmark,S,Denmark,50,"TensorFlow, Kubernetes, Data Visualization, Git, Mathematics",Bachelor,0,Automotive,2024-05-24,2024-07-04,942,9,Machine Intelligence Group
AI06700,AI Architect,85579,EN,FT,Netherlands,L,Netherlands,100,"Linux, Statistics, Data Visualization, R, AWS",Associate,0,Retail,2024-06-27,2024-07-16,1886,9,DataVision Ltd
AI06701,AI Architect,96160,EN,PT,Norway,M,Norway,0,"Azure, Kubernetes, Statistics, Spark",Bachelor,1,Telecommunications,2025-04-30,2025-06-27,2136,8,Future Systems
AI06702,Data Engineer,83312,SE,PT,China,L,China,0,"Scala, Azure, Git",PhD,5,Automotive,2024-02-11,2024-04-10,1811,9,Future Systems
AI06703,ML Ops Engineer,203604,EX,FT,Austria,L,Australia,50,"Docker, Python, MLOps, TensorFlow, Mathematics",Master,17,Technology,2024-03-23,2024-05-11,1616,7,Cloud AI Solutions
AI06704,AI Specialist,274952,EX,PT,Australia,L,Australia,50,"Tableau, Scala, AWS",Master,18,Gaming,2025-03-03,2025-03-27,512,5,Advanced Robotics
AI06705,Machine Learning Researcher,48639,EN,PT,Japan,M,China,100,"R, MLOps, Kubernetes",Associate,1,Healthcare,2024-02-12,2024-04-24,1802,8,Neural Networks Co
AI06706,Research Scientist,50734,MI,PT,Ireland,S,Japan,50,"AWS, Tableau, Kubernetes, Linux",Bachelor,4,Media,2024-09-10,2024-11-07,2308,5,TechCorp Inc
AI06707,AI Architect,90518,SE,FL,India,L,India,100,"MLOps, Azure, Kubernetes, Mathematics, Statistics",PhD,5,Real Estate,2024-07-06,2024-07-27,2077,7,TechCorp Inc
AI06708,Autonomous Systems Engineer,72406,SE,FT,Austria,M,Austria,50,"MLOps, R, TensorFlow, NLP, GCP",Associate,9,Retail,2024-01-07,2024-02-04,1751,8,Quantum Computing Inc
AI06709,Autonomous Systems Engineer,103320,MI,CT,Denmark,S,Denmark,50,"Docker, Linux, Git, Spark, Python",Master,3,Gaming,2024-07-10,2024-09-08,1099,7,Predictive Systems
AI06710,Head of AI,91541,SE,FL,South Korea,L,South Korea,50,"Linux, Python, PyTorch, SQL",PhD,7,Government,2024-04-28,2024-05-18,2365,6,AI Innovations
AI06711,AI Consultant,164280,MI,PT,Denmark,L,Denmark,0,"PyTorch, Hadoop, Computer Vision",Associate,2,Telecommunications,2025-01-25,2025-02-20,1373,6,Cloud AI Solutions
AI06712,Autonomous Systems Engineer,94130,EX,FT,China,S,China,100,"Computer Vision, MLOps, Data Visualization, PyTorch, Docker",Bachelor,19,Energy,2024-06-08,2024-07-12,2234,9,Digital Transformation LLC
AI06713,AI Software Engineer,88881,EX,CT,China,S,China,50,"Git, TensorFlow, MLOps, Python",PhD,12,Finance,2024-10-22,2024-12-25,505,9,Autonomous Tech
AI06714,Research Scientist,107835,SE,PT,Canada,S,Canada,50,"SQL, Hadoop, Computer Vision, Git, Statistics",Master,9,Media,2024-01-08,2024-03-07,1755,5,Digital Transformation LLC
AI06715,Data Engineer,69851,MI,CT,India,M,India,100,"Python, Docker, Tableau, Git, Azure",Bachelor,3,Healthcare,2025-03-04,2025-03-26,2304,7,Cognitive Computing
AI06716,Machine Learning Engineer,87131,MI,PT,Australia,M,Australia,0,"Azure, R, Mathematics",Master,2,Finance,2025-01-17,2025-03-26,1296,7,Autonomous Tech
AI06717,Principal Data Scientist,67124,EN,PT,Netherlands,L,Netherlands,100,"Spark, Java, Tableau, Deep Learning",PhD,0,Telecommunications,2025-02-10,2025-04-19,1142,5,Quantum Computing Inc
AI06718,Data Engineer,50229,EN,PT,India,M,India,50,"GCP, Java, Linux",PhD,0,Energy,2025-04-08,2025-05-25,2207,6,Machine Intelligence Group
AI06719,Head of AI,328260,EX,FT,Denmark,M,Canada,100,"R, SQL, Computer Vision",Associate,19,Retail,2024-02-15,2024-03-04,1277,5,Digital Transformation LLC
AI06720,Robotics Engineer,263998,EX,CT,Singapore,M,United Kingdom,0,"Azure, Linux, GCP, NLP, Spark",Bachelor,12,Media,2025-03-26,2025-05-01,2346,7,TechCorp Inc
AI06721,Machine Learning Engineer,85666,SE,FT,Israel,L,Israel,50,"Scala, Hadoop, Statistics",PhD,5,Technology,2024-12-03,2024-12-31,2494,5,Predictive Systems
AI06722,Principal Data Scientist,88829,SE,FL,China,L,China,50,"Python, Hadoop, Mathematics, Spark",Master,7,Energy,2024-11-04,2024-11-20,2491,6,Autonomous Tech
AI06723,Data Scientist,103615,MI,FT,Denmark,M,Sweden,0,"Java, Kubernetes, Mathematics, Docker, Azure",Master,2,Education,2025-01-12,2025-03-22,755,7,Cognitive Computing
AI06724,NLP Engineer,66866,MI,PT,South Korea,S,United Kingdom,50,"Scala, SQL, PyTorch, Git",Master,2,Telecommunications,2024-07-24,2024-09-07,1140,5,Smart Analytics
AI06725,AI Architect,53108,MI,PT,Ireland,M,Ireland,0,"NLP, GCP, AWS, Python",Bachelor,4,Automotive,2025-01-26,2025-04-01,1396,5,Advanced Robotics
AI06726,Machine Learning Researcher,180664,EX,FT,Sweden,L,China,50,"Spark, Kubernetes, Python, Computer Vision",Bachelor,16,Healthcare,2024-02-29,2024-03-16,844,9,Predictive Systems
AI06727,Robotics Engineer,163874,EX,FT,France,S,Switzerland,50,"SQL, Java, Hadoop, Git, Azure",Associate,14,Manufacturing,2024-01-13,2024-03-19,1996,5,DataVision Ltd
AI06728,NLP Engineer,59767,MI,FT,Austria,M,Austria,100,"Statistics, Azure, Java, Data Visualization",Master,3,Retail,2025-01-09,2025-02-06,788,5,Quantum Computing Inc
AI06729,Data Analyst,122064,EX,PT,Austria,L,Austria,100,"Deep Learning, Scala, Statistics, Docker",PhD,13,Government,2024-12-01,2024-12-31,1428,7,Machine Intelligence Group
AI06730,Machine Learning Researcher,78183,MI,FL,Austria,L,Austria,0,"Statistics, AWS, Docker",Master,3,Telecommunications,2024-11-10,2024-12-24,1614,5,Quantum Computing Inc
AI06731,Research Scientist,132374,SE,PT,Canada,L,Canada,50,"Scala, Docker, Spark",Master,5,Gaming,2025-02-09,2025-03-30,1008,7,Machine Intelligence Group
AI06732,AI Consultant,165442,EX,CT,United Kingdom,M,United Kingdom,50,"Python, GCP, Java",Associate,17,Technology,2025-03-05,2025-03-22,1463,5,Predictive Systems
AI06733,AI Architect,195657,EX,PT,Ireland,L,Ireland,100,"TensorFlow, Hadoop, PyTorch, Statistics",Associate,17,Finance,2024-01-12,2024-01-26,1401,7,DeepTech Ventures
AI06734,AI Consultant,76253,SE,CT,South Korea,S,South Korea,0,"Java, Data Visualization, AWS",Master,7,Automotive,2024-10-13,2024-12-10,937,7,TechCorp Inc
AI06735,Principal Data Scientist,74095,EN,PT,United States,S,Norway,50,"GCP, Python, MLOps, TensorFlow, Linux",Associate,1,Automotive,2024-05-09,2024-06-10,1418,9,Cloud AI Solutions
AI06736,AI Architect,169060,SE,PT,Norway,M,Switzerland,50,"Java, Python, Linux",Bachelor,5,Energy,2025-01-16,2025-02-18,2160,8,Advanced Robotics
AI06737,AI Specialist,107151,SE,FT,Netherlands,S,Netherlands,100,"Statistics, TensorFlow, Tableau, Git",Associate,9,Finance,2024-09-19,2024-10-09,1426,5,Cloud AI Solutions
AI06738,Principal Data Scientist,76031,EN,FT,France,L,France,0,"Docker, Python, Deep Learning, Mathematics",Associate,1,Real Estate,2024-10-08,2024-11-23,2259,5,Algorithmic Solutions
AI06739,Computer Vision Engineer,62867,MI,FL,China,S,Switzerland,50,"AWS, Spark, Tableau, Deep Learning",PhD,2,Technology,2024-12-10,2025-02-07,2101,8,Digital Transformation LLC
AI06740,AI Consultant,130114,EX,PT,Netherlands,S,Austria,100,"Spark, PyTorch, Data Visualization, R",Bachelor,16,Finance,2024-02-04,2024-03-22,1048,9,Future Systems
AI06741,Research Scientist,70439,MI,PT,South Korea,L,Norway,50,"Python, Git, Tableau, R, Kubernetes",PhD,4,Energy,2024-02-10,2024-03-14,1165,9,Quantum Computing Inc
AI06742,ML Ops Engineer,77703,EN,FL,Norway,M,United Kingdom,0,"Python, Hadoop, TensorFlow, Azure",Associate,1,Gaming,2025-03-23,2025-05-24,1104,8,Machine Intelligence Group
AI06743,Machine Learning Engineer,186847,EX,FL,Finland,L,Switzerland,50,"Kubernetes, Computer Vision, AWS",Bachelor,12,Technology,2024-09-21,2024-10-28,1127,9,Digital Transformation LLC
AI06744,AI Product Manager,90718,SE,PT,India,M,India,0,"Deep Learning, Docker, Scala",Associate,7,Retail,2025-02-27,2025-03-29,2114,5,Machine Intelligence Group
AI06745,NLP Engineer,134215,EX,FT,Israel,S,Israel,0,"Statistics, GCP, SQL",Bachelor,11,Media,2024-09-21,2024-11-28,1995,8,Future Systems
AI06746,AI Product Manager,172119,SE,FL,Switzerland,M,Finland,0,"Linux, Python, Java, NLP",Master,9,Gaming,2024-11-17,2025-01-29,2184,5,Cognitive Computing
AI06747,Data Scientist,142391,EX,PT,Singapore,S,Netherlands,0,"Python, PyTorch, Statistics, Kubernetes, Linux",Master,18,Retail,2024-06-26,2024-09-03,686,7,Cognitive Computing
AI06748,Head of AI,199237,EX,FL,Austria,L,Canada,0,"Python, Hadoop, Data Visualization, Statistics, Azure",Associate,18,Education,2024-06-08,2024-08-11,1045,9,DataVision Ltd
AI06749,Data Scientist,170952,EX,FL,Japan,L,Japan,50,"R, Kubernetes, NLP, SQL, Docker",Bachelor,17,Manufacturing,2024-10-10,2024-11-19,2180,7,Autonomous Tech
AI06750,Principal Data Scientist,268106,EX,CT,Norway,S,Sweden,100,"Deep Learning, PyTorch, Computer Vision",Associate,19,Consulting,2024-09-04,2024-10-29,1952,6,Autonomous Tech
AI06751,ML Ops Engineer,149540,EX,FL,Ireland,S,Germany,0,"Spark, SQL, Statistics, AWS, Mathematics",PhD,12,Media,2024-02-25,2024-03-20,1864,10,Future Systems
AI06752,AI Consultant,49712,EN,FL,France,S,France,0,"Kubernetes, Git, Linux",PhD,0,Transportation,2025-02-17,2025-03-17,1325,8,Predictive Systems
AI06753,AI Consultant,74333,EN,FT,Australia,L,Australia,100,"Docker, AWS, Python, Hadoop",Master,1,Real Estate,2025-01-25,2025-03-10,1803,9,DataVision Ltd
AI06754,Machine Learning Engineer,112518,MI,FT,Switzerland,M,Switzerland,0,"Python, TensorFlow, GCP",Master,3,Finance,2024-05-14,2024-07-25,2440,6,Cloud AI Solutions
AI06755,AI Research Scientist,105530,EN,FL,Denmark,L,Denmark,50,"Docker, MLOps, Computer Vision",PhD,1,Consulting,2025-01-15,2025-02-25,1042,8,Quantum Computing Inc
AI06756,AI Architect,247271,SE,FT,Switzerland,L,Switzerland,50,"Azure, Linux, Statistics, Computer Vision",Bachelor,5,Energy,2025-01-06,2025-02-04,1135,5,AI Innovations
AI06757,Autonomous Systems Engineer,123036,MI,FT,Switzerland,L,Canada,0,"Deep Learning, Python, NLP",Master,2,Technology,2025-04-30,2025-07-10,2122,9,TechCorp Inc
AI06758,Robotics Engineer,107419,SE,FT,China,M,China,100,"Spark, Scala, Docker, AWS, Hadoop",Associate,9,Automotive,2025-03-27,2025-04-26,2380,7,DeepTech Ventures
AI06759,AI Consultant,115197,EN,FL,Norway,L,Norway,100,"SQL, Computer Vision, GCP",PhD,0,Energy,2025-04-20,2025-06-18,617,6,AI Innovations
AI06760,Autonomous Systems Engineer,52222,MI,FT,Japan,S,South Korea,100,"R, Java, Azure, Python",Associate,2,Real Estate,2024-10-14,2024-12-08,1424,6,Cloud AI Solutions
AI06761,Head of AI,145071,EX,FL,Germany,S,Norway,50,"NLP, Linux, MLOps, Kubernetes",PhD,12,Telecommunications,2024-08-29,2024-10-02,1700,5,Cognitive Computing
AI06762,Deep Learning Engineer,201599,EX,CT,United Kingdom,L,United Kingdom,0,"Docker, Kubernetes, MLOps, NLP, Linux",Bachelor,16,Education,2025-04-02,2025-05-24,1569,8,Quantum Computing Inc
AI06763,AI Specialist,84329,MI,CT,Finland,L,Finland,50,"AWS, SQL, Data Visualization",PhD,4,Automotive,2024-04-07,2024-04-30,2090,8,Neural Networks Co
AI06764,Machine Learning Researcher,50385,MI,FL,Japan,S,Japan,100,"NLP, Deep Learning, Tableau",PhD,2,Media,2024-11-19,2024-12-29,2290,9,Quantum Computing Inc
AI06765,ML Ops Engineer,144304,SE,CT,United States,L,United States,0,"Python, TensorFlow, Tableau",Bachelor,6,Technology,2025-01-10,2025-02-05,1124,6,Advanced Robotics
AI06766,Computer Vision Engineer,95195,MI,FT,United Kingdom,S,United Kingdom,50,"Java, Git, Data Visualization, Hadoop",Bachelor,2,Manufacturing,2024-09-28,2024-11-01,927,7,TechCorp Inc
AI06767,Computer Vision Engineer,98983,MI,CT,Canada,M,Canada,100,"Hadoop, Python, Computer Vision, AWS, Linux",Master,3,Healthcare,2025-02-15,2025-04-27,2450,5,Autonomous Tech
AI06768,Machine Learning Researcher,59612,EN,CT,Sweden,L,Sweden,100,"PyTorch, Hadoop, GCP",Master,0,Automotive,2025-03-13,2025-04-10,922,6,Neural Networks Co
AI06769,Machine Learning Researcher,174422,EX,CT,Canada,S,Canada,50,"Kubernetes, Mathematics, Computer Vision, SQL, Spark",Associate,17,Media,2025-04-17,2025-06-07,1271,8,Quantum Computing Inc
AI06770,Data Engineer,92239,MI,FL,Germany,M,Germany,100,"Deep Learning, SQL, TensorFlow, R, Kubernetes",Bachelor,4,Energy,2024-05-24,2024-07-13,1169,9,Digital Transformation LLC
AI06771,AI Software Engineer,67902,EN,PT,Netherlands,S,United States,50,"Azure, Linux, R, GCP, Computer Vision",PhD,0,Automotive,2024-12-02,2025-01-05,1359,7,DeepTech Ventures
AI06772,AI Consultant,97627,SE,PT,Canada,S,Canada,50,"Git, Java, MLOps",Bachelor,7,Healthcare,2025-03-28,2025-05-16,1393,9,Predictive Systems
AI06773,AI Software Engineer,186282,EX,FT,Sweden,L,Sweden,100,"Java, Data Visualization, Python, Git, Docker",Bachelor,16,Media,2025-01-02,2025-02-26,1160,8,Quantum Computing Inc
AI06774,Robotics Engineer,64266,MI,FL,Austria,L,Sweden,50,"Tableau, PyTorch, Kubernetes, Computer Vision, Deep Learning",Master,2,Real Estate,2024-08-21,2024-09-18,666,6,Machine Intelligence Group
AI06775,ML Ops Engineer,69232,EN,FT,Sweden,M,Sweden,100,"Hadoop, NLP, Git, SQL, TensorFlow",Master,1,Technology,2025-02-12,2025-03-25,2133,6,Cognitive Computing
AI06776,AI Specialist,175308,SE,PT,Norway,S,Norway,0,"Mathematics, GCP, Computer Vision, Git, TensorFlow",Master,6,Education,2024-09-20,2024-11-13,1845,7,Quantum Computing Inc
AI06777,AI Specialist,51258,EN,FL,Canada,M,United States,0,"MLOps, R, PyTorch, Tableau",Master,1,Gaming,2024-06-09,2024-06-28,1217,6,Cognitive Computing
AI06778,Data Scientist,73171,EN,FT,United States,L,United States,50,"Kubernetes, Mathematics, NLP, PyTorch",PhD,1,Healthcare,2024-05-27,2024-06-21,1486,6,Quantum Computing Inc
AI06779,AI Research Scientist,122049,SE,PT,Sweden,S,Sweden,0,"Azure, Kubernetes, Docker",Master,6,Media,2024-06-11,2024-08-03,1242,6,TechCorp Inc
AI06780,AI Research Scientist,130846,SE,PT,Singapore,M,Singapore,0,"Deep Learning, Kubernetes, Statistics, TensorFlow, Docker",Bachelor,5,Finance,2024-03-28,2024-04-26,502,5,Predictive Systems
AI06781,NLP Engineer,81308,EN,PT,Denmark,M,Australia,50,"Scala, Azure, Data Visualization, TensorFlow",Master,0,Consulting,2024-06-27,2024-08-15,1063,6,Machine Intelligence Group
AI06782,Autonomous Systems Engineer,171409,EX,CT,China,M,China,100,"Deep Learning, GCP, NLP, Java",Master,10,Retail,2025-04-08,2025-05-30,2055,8,Neural Networks Co
AI06783,AI Specialist,82293,EN,FL,Norway,M,Norway,50,"PyTorch, Statistics, Tableau, SQL",Master,0,Gaming,2025-02-14,2025-03-18,2471,9,DataVision Ltd
AI06784,AI Research Scientist,64384,MI,CT,South Korea,S,South Korea,0,"SQL, PyTorch, R, Deep Learning, Docker",Associate,4,Retail,2024-12-09,2025-02-16,1122,9,AI Innovations
AI06785,Data Scientist,45557,EN,PT,India,M,India,100,"Linux, PyTorch, Kubernetes, Java",PhD,0,Transportation,2025-03-04,2025-05-12,1937,9,Predictive Systems
AI06786,Computer Vision Engineer,63717,MI,FL,Austria,L,Australia,50,"Azure, PyTorch, Tableau, Python",Associate,3,Retail,2025-02-26,2025-04-01,2247,6,Digital Transformation LLC
AI06787,AI Research Scientist,102946,SE,PT,Austria,M,France,50,"Tableau, Kubernetes, Scala, Hadoop",Master,7,Manufacturing,2025-01-17,2025-02-02,1212,6,Future Systems
AI06788,AI Consultant,110938,MI,FL,Norway,S,Norway,0,"Tableau, Git, TensorFlow, SQL",Associate,3,Finance,2024-09-11,2024-11-06,2194,7,Advanced Robotics
AI06789,Data Scientist,54487,EN,FT,Singapore,M,United States,50,"Tableau, TensorFlow, Kubernetes, Data Visualization, Deep Learning",PhD,0,Media,2024-02-16,2024-03-24,2209,5,AI Innovations
AI06790,Data Scientist,240076,EX,FL,Singapore,S,Singapore,100,"Linux, Kubernetes, Mathematics",Bachelor,18,Media,2024-02-27,2024-04-01,719,5,TechCorp Inc
AI06791,AI Consultant,157575,SE,PT,Netherlands,L,Netherlands,50,"Data Visualization, Python, R, Spark",PhD,6,Telecommunications,2025-02-12,2025-03-06,904,5,TechCorp Inc
AI06792,Autonomous Systems Engineer,51979,EN,FT,South Korea,L,Ireland,0,"Spark, Azure, Statistics",Associate,0,Consulting,2024-05-23,2024-07-03,858,9,Future Systems
AI06793,Head of AI,69641,EN,CT,Singapore,S,Singapore,100,"Git, Python, NLP, R, PyTorch",Bachelor,0,Automotive,2024-12-04,2025-01-20,722,9,TechCorp Inc
AI06794,Research Scientist,99007,MI,CT,Germany,L,Germany,0,"Deep Learning, Git, Scala",PhD,2,Retail,2024-12-28,2025-02-11,797,8,Future Systems
AI06795,Computer Vision Engineer,67267,MI,FT,Ireland,L,Ireland,0,"Git, Java, PyTorch, MLOps, Computer Vision",PhD,3,Media,2025-04-11,2025-05-30,2215,6,AI Innovations
AI06796,Machine Learning Engineer,149254,EX,PT,Finland,M,India,50,"AWS, Java, Mathematics, Deep Learning, GCP",Associate,15,Manufacturing,2025-03-29,2025-04-27,2073,9,DataVision Ltd
AI06797,Head of AI,155281,SE,FL,Denmark,M,Singapore,100,"Data Visualization, SQL, Python",Bachelor,5,Retail,2024-07-14,2024-08-03,2366,6,TechCorp Inc
AI06798,Machine Learning Researcher,81131,MI,PT,Australia,S,Australia,0,"Scala, Java, SQL",Master,3,Gaming,2024-02-12,2024-04-16,2012,5,Cloud AI Solutions
AI06799,ML Ops Engineer,62124,MI,PT,India,M,India,100,"Spark, Scala, R, Statistics",Master,3,Real Estate,2024-10-18,2024-12-29,646,9,Neural Networks Co
AI06800,Data Engineer,97775,SE,FL,Austria,L,Austria,100,"Linux, R, Computer Vision, Data Visualization",Bachelor,6,Government,2024-11-12,2025-01-20,1556,7,Machine Intelligence Group
AI06801,ML Ops Engineer,113568,MI,FL,United Kingdom,M,United States,100,"MLOps, Azure, Deep Learning",Master,3,Telecommunications,2024-01-13,2024-03-12,515,6,Smart Analytics
AI06802,Data Engineer,58988,MI,FL,Ireland,S,Ireland,100,"Python, TensorFlow, PyTorch",Master,4,Government,2024-11-20,2024-12-14,2461,7,Machine Intelligence Group
AI06803,NLP Engineer,161648,EX,PT,Singapore,S,Singapore,50,"Python, TensorFlow, MLOps, Deep Learning",Bachelor,16,Telecommunications,2024-04-30,2024-07-02,1638,9,Future Systems
AI06804,Research Scientist,80147,EN,FT,France,L,United States,50,"MLOps, Deep Learning, Linux",Associate,0,Real Estate,2025-03-05,2025-03-22,1548,5,Neural Networks Co
AI06805,AI Consultant,95646,SE,FT,Ireland,S,Ireland,50,"Python, Docker, TensorFlow",Associate,8,Automotive,2024-01-23,2024-03-28,1743,7,Machine Intelligence Group
AI06806,AI Software Engineer,137712,EX,FL,South Korea,M,South Korea,50,"Deep Learning, Git, Mathematics, Computer Vision, SQL",Associate,13,Healthcare,2025-04-13,2025-05-04,1058,5,Smart Analytics
AI06807,AI Software Engineer,71599,SE,PT,Israel,S,Israel,0,"GCP, TensorFlow, MLOps",Associate,5,Manufacturing,2024-02-29,2024-04-22,859,8,Neural Networks Co
AI06808,AI Specialist,200600,EX,PT,France,L,Switzerland,50,"PyTorch, Statistics, Computer Vision",Bachelor,19,Education,2024-01-13,2024-03-10,2413,5,Advanced Robotics
AI06809,AI Architect,101814,SE,PT,South Korea,M,South Korea,0,"SQL, NLP, PyTorch, Computer Vision",Master,6,Manufacturing,2024-07-23,2024-09-11,954,8,Advanced Robotics
AI06810,AI Product Manager,66362,MI,PT,India,L,India,50,"SQL, MLOps, GCP, Linux",PhD,3,Healthcare,2024-12-18,2025-02-28,771,8,DeepTech Ventures
AI06811,Autonomous Systems Engineer,135589,EX,FT,Finland,S,Finland,50,"Python, TensorFlow, Docker, Kubernetes, PyTorch",Associate,19,Healthcare,2024-10-09,2024-12-12,637,7,Autonomous Tech
AI06812,Robotics Engineer,42004,EN,CT,Israel,S,Sweden,50,"SQL, Hadoop, Computer Vision, Python, Azure",PhD,1,Consulting,2025-02-15,2025-04-25,1384,5,Quantum Computing Inc
AI06813,Data Scientist,126054,SE,PT,United Kingdom,M,United Kingdom,0,"Spark, Python, Hadoop",PhD,7,Telecommunications,2024-02-21,2024-04-16,1568,5,Cloud AI Solutions
AI06814,Data Engineer,141799,MI,PT,Norway,M,Canada,0,"Computer Vision, SQL, Java, MLOps, Data Visualization",Bachelor,4,Real Estate,2025-04-03,2025-05-31,918,9,Predictive Systems
AI06815,AI Consultant,100128,SE,FL,South Korea,M,Sweden,100,"Java, Tableau, R",Associate,9,Consulting,2024-04-04,2024-05-16,1407,7,TechCorp Inc
AI06816,Research Scientist,76629,EN,CT,Norway,M,Sweden,50,"Mathematics, SQL, Kubernetes, Data Visualization, MLOps",Bachelor,0,Retail,2024-01-04,2024-02-28,1680,9,TechCorp Inc
AI06817,AI Research Scientist,52575,MI,FT,Austria,S,Austria,0,"Computer Vision, Mathematics, SQL",Bachelor,2,Retail,2024-12-10,2025-02-19,1255,8,DeepTech Ventures
AI06818,Data Engineer,149691,EX,FL,France,L,France,50,"Java, SQL, Kubernetes",PhD,13,Healthcare,2024-09-19,2024-10-23,2062,8,Cognitive Computing
AI06819,NLP Engineer,54907,EN,CT,South Korea,M,South Korea,0,"Azure, R, Deep Learning, SQL, TensorFlow",Associate,0,Healthcare,2025-04-04,2025-05-08,1005,9,Algorithmic Solutions
AI06820,NLP Engineer,228761,EX,FL,Australia,L,Australia,50,"SQL, Data Visualization, Computer Vision",Master,11,Government,2024-11-18,2024-12-25,1523,8,Future Systems
AI06821,Data Engineer,162134,MI,PT,Switzerland,L,Switzerland,0,"Kubernetes, Linux, R, Python, Docker",Master,3,Education,2025-02-18,2025-04-17,1466,8,Cloud AI Solutions
